0.0002821,0.0080234,0.0011205,0.32678,0.61031,0.053479,4
1.8479e-10,2.7169e-05,3.0536e-09,0.0012298,0.98786,0.010888,4
5.1518e-18,5.9263e-10,9.3957e-18,3.9755e-07,0.98297,0.017032,4
1.2649e-27,1.002e-14,3.7049e-26,6.9114e-12,0.99005,0.0099536,4
0.0026832,0.082247,0.1093,0.601,0.19089,0.013882,2
1.9406e-06,0.010496,0.0014528,0.65957,0.32779,0.00069545,2
0.43377,0.18428,0.38092,0.00011129,4.7576e-06,0.00090854,1
0.22882,0.34995,0.34833,0.066549,0.002723,0.0036296,2
0.11303,0.36172,0.19433,0.32956,0.0010911,0.0002628,2
0.95419,0.039138,0.0024778,0.004175,4.7828e-06,1.5723e-05,1
0.9876,0.012328,7.4991e-05,5.5097e-08,2.4504e-09,6.9288e-10,1
0.99591,0.002386,0.0010178,0.00068672,3.5505e-08,4.6337e-10,1
0.99972,0.00028228,7.4487e-07,2.4991e-08,6.0677e-12,3.2587e-11,1
0.99991,9.2994e-05,9.6147e-07,8.3958e-09,4.4367e-12,1.8541e-14,1
0.99998,1.6666e-05,8.7607e-09,2.6956e-07,3.2613e-13,2.779e-14,1
0.99998,4.6598e-06,1.1335e-05,2.8305e-08,1.0256e-12,9.3847e-16,1
0.642,0.0099856,0.014057,0.3287,0.0050258,0.00023663,2
0.032829,0.01305,0.86735,0.084599,0.00025442,0.0019149,2
0.098738,0.066,0.71364,0.1168,0.0031141,0.0017084,1
0.96064,0.039286,4.5845e-05,1.5387e-12,2.8835e-12,2.9124e-05,1
0.029744,0.012555,0.32775,0.489,0.0024619,0.13848,2
0.51931,0.05053,0.10854,0.31946,0.00035039,0.0018013,2
0.042464,0.01149,0.81976,0.12026,0.0012923,0.0047274,1
0.002725,0.0016596,0.83343,0.16074,0.00095872,0.00048299,1
0.0072524,0.18581,0.63043,9.04e-05,0.0049203,0.1715,1
0.0020377,0.59238,0.38032,1.3213e-08,2.9613e-07,0.025264,1
6.3938e-05,0.99603,0.0030573,1.6317e-11,2.1004e-09,0.00084969,1
1.964e-08,0.99998,1.2341e-07,9.856e-17,4.6307e-10,1.8309e-05,1
2.5042e-13,0.99998,5.6939e-11,3.5346e-16,6.6444e-08,1.5681e-05,1
2.6524e-14,0.99998,3.7097e-09,2.6488e-12,1.5115e-05,7.2448e-07,1
3.3506e-14,1,4.7911e-10,9.9915e-14,8.0077e-07,6.3631e-09,1
9.5256e-08,7.2417e-07,1.8933e-06,0.010788,0.048392,0.94082,4
0.99222,0.0034061,0.0041431,0.00020753,1.6684e-06,2.57e-05,2
0.6696,0.073138,0.25152,0.0053625,0.00014561,0.00023108,2
0.0045159,0.011493,0.46902,0.42446,0.0024815,0.088024,1
1.081e-05,0.00043897,0.35114,0.59273,0.0015972,0.054086,2
3.2382e-08,4.555e-06,0.10322,0.88682,0.0018709,0.0080781,2
2.291e-10,8.2497e-09,0.00064065,0.95793,0.030936,0.010492,2
6.9676e-13,7.3082e-11,1.2899e-05,0.97062,0.023265,0.0061016,4
0.0002449,0.00087785,4.4767e-09,0.00054233,0.99753,0.00080899,2
5.8472e-09,3.4286e-07,1.0688e-15,2.5267e-08,1,3.5708e-07,2
1.7893e-05,0.053637,3.936e-08,0.00018817,0.94606,9.4911e-05,2
0.29576,0.013286,0.64434,0.044777,0.00063417,0.0012003,3
0.53001,0.0026543,0.33903,0.12806,0.00013721,0.00010787,3
0.83145,0.0052378,0.017546,0.14352,0.0021607,9.0779e-05,3
0.98585,0.0057537,0.00056752,0.0075757,0.000252,2.7429e-07,3
0.98885,0.0053955,0.0014717,0.0042648,1.3031e-05,4.3137e-08,4
0.69076,0.019074,0.28985,0.00010657,3.2094e-06,0.00019948,2
0.00071509,0.0064689,0.12275,0.81048,0.048235,0.011351,3
4.1917e-11,5.043e-05,3.298e-06,0.021989,0.92156,0.0564,4
0.99255,0.002568,0.0047272,8.7706e-05,3.0412e-06,6.3026e-05,2
0.99785,3.5857e-05,0.00072673,0.0013909,3.9501e-07,1.083e-06,1
0.63205,0.055409,0.29886,0.013221,6.8799e-05,0.00038369,2
0.00063296,0.023413,0.0052015,0.75621,0.2071,0.0074476,4
0.0030356,0.044493,1.6301e-05,0.026329,0.92596,0.00016488,2
1.3911e-05,0.0051203,5.3836e-08,0.013109,0.98176,7.015e-07,2
0.96961,0.020325,0.008254,0.001715,1.9938e-07,9.1833e-05,1
0.29095,0.095716,0.61141,0.00030069,0.00017183,0.0014576,1
0.35953,0.052829,0.5876,2.1141e-06,3.0078e-07,3.61e-05,1
0.99134,0.0082364,0.00040266,1.5132e-07,1.1206e-08,2.5012e-05,2
0.99946,0.00017492,0.00035915,1.4446e-06,8.512e-11,1.5792e-09,2
0.0090528,0.008682,0.035011,0.92715,0.017666,0.0024398,4
0.66329,0.093744,0.22919,0.013557,7.6493e-06,0.00020798,2
0.17283,0.4947,0.32698,0.0014412,0.00091865,0.0031202,2
0.96725,0.0066118,0.025752,0.00035499,6.4605e-07,3.228e-05,3
0.99984,8.9526e-05,4.4495e-05,2.131e-05,8.6162e-11,1.0259e-08,4
0.84703,0.14609,0.0067997,2.8916e-05,2.8042e-06,4.899e-05,2
0.022225,0.97696,4.7225e-08,3.1278e-18,8.5551e-14,0.00081386,1
0.0024841,0.023555,0.21933,0.3293,0.37793,0.047408,4
0.058132,0.038892,0.37892,0.48075,0.038264,0.0050402,1
6.2628e-06,2.6236e-05,0.00088261,0.18591,0.14117,0.67201,4
0.002727,0.0031773,0.23535,0.71072,0.025829,0.022197,4
0.97808,0.010803,0.011081,3.3299e-07,5.9611e-09,3.3466e-05,1
0.99404,0.0013887,0.0045744,1.3757e-06,1.7711e-10,2.0614e-07,1
0.99967,0.00017317,0.00015813,2.3297e-08,2.779e-13,7.5254e-09,1
0.99997,2.5802e-06,3.1061e-05,9.4817e-10,1.2861e-14,1.6079e-10,1
0.9992,1.4914e-07,0.0007986,7.9966e-07,1.2297e-14,8.6677e-11,1
0.0168,0.069206,0.89975,0.00077437,0.0007795,0.012688,2
0.012356,0.13382,0.85362,2.2822e-07,1.3091e-07,0.00020527,2
0.89266,0.02656,0.0014285,0.079211,0.00010351,3.7898e-05,1
0.99451,0.0054923,4.9047e-08,7.6714e-07,2.2802e-08,6.1736e-10,1
0.99636,0.0024878,6.9037e-05,0.0010874,4.2858e-08,2.0207e-13,1
0.99576,0.000874,0.0012498,0.0021148,2.0543e-07,9.3031e-10,1
0.94919,0.001053,0.0064032,0.043352,4.8702e-06,2.0848e-07,1
0.99907,6.6334e-05,0.00082936,3.5612e-05,3.4527e-09,1.5256e-07,1
0.9982,7.1679e-06,0.00057166,0.0012223,1.9273e-10,4.6757e-09,1
0.0056887,0.0011545,0.024396,0.89585,0.026059,0.046856,4
2.5552e-05,1.0689e-05,0.00017154,0.99065,0.0089981,0.0001483,4
1.9065e-07,1.2834e-07,3.4274e-06,0.99553,0.0044596,2.6618e-06,4
3.3439e-09,1.321e-09,3.6745e-08,0.99418,0.0058223,6.7328e-07,4
0.0091767,0.025409,0.31297,0.55068,0.046323,0.055438,2
6.328e-05,0.024397,0.026217,0.005465,0.83822,0.10564,4
6.0503e-11,0.00038452,1.4212e-05,9.978e-07,0.9916,0.0079981,4
8.751e-14,2.7928e-05,1.4126e-06,2.2911e-08,0.99826,0.0017108,4
8.8759e-16,1.324e-06,9.2197e-09,5.2747e-11,0.99902,0.00097995,4
4.1389e-10,3.547e-06,1.3214e-08,2.0316e-07,0.0030012,0.997,2
1.6931e-20,4.2751e-13,1.6273e-17,5.1712e-14,4.5038e-07,1,2
4.4757e-32,5.5003e-20,2.6166e-28,1.4376e-22,8.2698e-12,1,2
2.8842e-41,4.5481e-28,3.9414e-39,1.6182e-30,4.8478e-16,1,2
3.6029e-49,7.1535e-36,9.2544e-42,6.1562e-32,6.7256e-18,1,2
2.6365e-58,2.7372e-36,4.8121e-43,1.4768e-32,1.3117e-17,1,2
0.4269,0.079924,0.087017,0.40191,0.0038228,0.00042129,1
0.62745,0.10085,0.26931,0.0019137,4.6509e-06,0.00047519,1
0.98804,0.0068703,0.0041965,0.00087661,1.8896e-06,9.7195e-06,1
0.99943,0.00044929,5.6818e-05,6.0785e-05,7.0693e-10,1.919e-09,1
0.99999,8.5873e-06,2.3977e-06,3.2481e-07,4.9517e-13,3.1789e-12,1
0.99463,1.2168e-06,0.0025531,0.002811,1.077e-10,2.8339e-11,1
0.97326,5.8041e-07,0.012425,0.014308,2.6702e-06,4.0628e-07,2
0.001317,0.7941,0.058964,2.6134e-06,0.0030421,0.14258,2
0.00090697,0.0029129,0.00022851,0.45374,0.51187,0.030338,1
